ogc_fid,GEOMETRY,full_id,osm_id,osm_type,amenity,contact:line,contact:instagram,opening_hours:covid19,internet_access:ssid,addr:street:en,tents,camping,payment:electronic_purses,payment:debit_cards,payment:credit_cards,diet:gluten_free,drink:juice,coffee,description:fr,lanes,internet_access:type,name:vi,name:es,organic,toilets,payment:cash,currency:thb,addr:state,addr:country,name:ru,wlan,name:uk,name:de,description:en,addr:subdistrict,addr:province,entrance,diet:vegetarian,source:opening_hours,source:name,drive_through,drink:tea,name:fr,toilets:wheelchair,contact:website,name:alt,microroasting,facebook,drink:filter_coffee,drink:espresso,addr:city:source,source:amenity,name:ja,brand:th,brand:en,diet:vegan,level,alt_name,tourism,email,contact:phone,contact:facebook,addr:postcode,addr:city,operator,alt_name:en,wifi:password,wifi,addr:street,description,shop,smoking,outdoor_seating,internet_access:fee,air_conditioning,addr:housenumber,phone,breakfast,internet_access,name:zh,opening_hours,wheelchair,website,takeaway,official_name,name:th,name:en,name,cuisine,brand:wikipedia,brand:wikidata,brand,lat,long
986,,n6271587867,6271587867,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,wlan,,,,,,,,Phu Phak Cafe,ภูภัคคาเฟ่,,,,,19.35847,99.1993
991,,n6326937923,6326937923,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,090 919 0818,,,,09:00-17:00,,,,,,,Hill Coffee,coffee_shop;thai,,,,18.76233,98.90476
992,,n6326963011,6326963011,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,099 142 9924,,,,9:30-19:30,,,,,,The Cave Doikam,เดอะ เคฟ ดอยคำ,coffee_shop,,,,18.76006,98.91421
993,,n6330472004,6330472004,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phot Tharak Sa,พทธรักษา,,,,,18.49515,98.8147
994,,n6330472006,6330472006,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coffee Zone,,,,,18.487,98.6723
1002,,n6371396585,6371396585,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/7,,,,,,,Shade Grow Coffee,,,,,18.92311,99.33403
1003,,n6377522006,6377522006,node,cafe,,,,,,,,yes,yes,yes,yes,,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,yes,,,,,,,50100,Chiang Mai,,,,,Wualai,"Come relax and just Breathe. Specialty Coffee, Tea as well as Spa Products to help you relax at home; Essential Oils, Candles, Lotion, Body Wash, etc.",,,yes,,,93/4,,,wlan,,"Mo-Fr 08:00-18:00, Sa 08:00-20:00",,https://www.facebook.com/BreatheHomeSpaandCafe/,,,,,Breathe Cafe and Home Spa Products,coffee_shop,,,,18.77794,98.9841
1006,,n6388490509,6388490509,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nopsiri Garden,,,,,18.72103,99.21187
1007,,n6388546807,6388546807,node,cafe,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outside,yes,no,,,,,wlan,,Tu-Su 10:00-19:00,limited,,,,,,Green Moon,,,,,18.72763,99.18136
1010,,n6441973185,6441973185,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nakhanik,,,,,,,,,,,,,,wlan,,Mo-Su 08:33-16:33,,,,,,,Three The art of Coffee,coffee_shop,,,,18.77761,98.98098
1017,,n6542873678,6542873678,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,สวัสดีกาแฟสด,,,,,18.78892,98.97369
1018,,n6542873679,6542873679,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FIVE STAR MIX,,,,,18.79506,98.97066
1019,,n6557999484,6557999484,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41/4 หมู่ 10 ถนนเลียบคลองชลประทาน ต.สุเทพ อ.เมือง จ.เชียงใหม่,,,yes,,,,,,,,,XOXO Cafe,coffee_shop;smoothie;ice_cream,,,,18.78799,98.95938
1021,,n6562147586,6562147586,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ถนนราชมรรคา,,,,,,,,,,wlan,,,,,,,,,Good Day Cafe,,,,,18.78578,98.98202
1023,,n6564343085,6564343085,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,The baristro x ping river,,The baristro x river ping,,,,,18.81579,99.0005
1025,,n6579636078,6579636078,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cocoa 6,,,,,18.79173,98.99325
1026,,n6584112472,6584112472,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Padasso Cafe,,,,,18.72462,98.94794
1027,,n6587304254,6587304254,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHINCHA,,,,,18.80028,99.01337
1055,,n6647609510,6647609510,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,มะขามป้อม,Makhampom,มะขามป้อม,,,,,19.36595,98.97654
1056,,n6700467244,6700467244,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50300,เชียงใหม่,,,,,ถนนหลิ่งกอก,,,,yes,,,1,,,yes,,,,,,,,,By'N,ice_cream,,,,18.81014,98.98503
1057,,n6722728185,6722728185,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,Cornerhouse Fifteen,coffee_shop,,,,18.80837,98.96446
1064,,n6745272892,6745272892,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,Rich Coffee,coffee_shop,,,,18.79525,98.98897
1065,,n6752738085,6752738085,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,Brick Bistro,coffee_shop,,,,18.78343,98.95506
1068,,n6788691585,6788691585,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SS1254372 Cafe,,,,,18.79494,98.96832
1070,,n6796226397,6796226397,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pati non coffe plantation,,,,,18.53819,98.54695
1072,,n6810762217,6810762217,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rotniyom,รสนิยม,coffee_shop;cake,,,,18.76422,98.93665
1075,,n6865465685,6865465685,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rabbithole920@gmail.com,,,,,,,,,ถนน หัสดิเสวี,,,,,,,,622253922,,wlan,,,,,,,Great and Cheap coffee!,Light Up Cafe x Rabbit Hole,Light Up Cafe,coffee_shop;crepe;pasta,,,,18.79841,98.97938
1078,,n6875134597,6875134597,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kamp Cafe,coffee_shop,,,,19.37039,98.9649
1079,,n6875134806,6875134806,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,Cafe Him Nam,กาแฟฮิมน้ำ,,,,,19.28436,98.9684
1080,,n6881872755,6881872755,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cafe Amazon,coffee_shop,,,,18.55421,98.84874
1082,,n6894494970,6894494970,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PanLaMun 700ปี ปั่นละมุน,coffee_shop,,,,18.83693,98.96104
1085,,n6947410315,6947410315,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 10:00-19:00,,,,,,,Shop Jui (Smoothies),,,,,18.80446,98.96176
1086,,n6950957217,6950957217,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coffee in the Garden,,,,,19.11683,98.72995
1087,,n6953422718,6953422718,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,We Coffee,coffee_shop,,,,18.56984,98.84844
1092,,n6984212486,6984212486,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,Flour Flour,cake;donut;breakfast;coffee_shop,,,,18.79485,98.96892
1093,,n6984492885,6984492885,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,Mo-Sa 07:30-22:00; Su 07:30-16:00,,http://junglecowork.cafe/,,,Jungle Cowork Café,Jungle Cowork Café,The Jungle Café,thai;breakfast;coffee_shop,,,,18.79911,98.97299
1095,,n6991861341,6991861341,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rain Tree Cafe,,,,,19.33305,99.19249
1098,,n7023419521,7023419521,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coco Cafe,,,,,18.78159,98.98885
1099,,n7023601394,7023601394,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mac Coffee,coffee_shop,,,,19.9219,99.21908
1100,,n7027943486,7027943486,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hüg Smoothie,coffee_shop,,,,18.7901,98.98242
1102,,n7035543286,7035543286,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,Daifa garden,,,,,18.7878,98.9997
1104,,n7042842385,7042842385,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,Mo-Su 06:00-18:00,,,,,,,Muanchon,coffee_shop,,,,18.84496,99.04343
1105,,n7050883696,7050883696,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50130,Chiang Mai,,,,,,,,,,,,70/8 หมู่ 8,,,,,,,,,,,,Int Sense Coffee,coffee_shop,,,,18.747,99.07071
1113,,n7072049862,7072049862,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,yes,,Mo-Su 08:00-17:00,,,,,,,Fleur de Mai,coffee_shop,,,,18.81223,98.9671
1122,,n7107398583,7107398583,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jungledecafe,,,,,,,,,,,,,,,+66 53 106 327,,wlan,,Mo-Su 08:30-17:30,,,,,,Jungle De Cafe,จังเกิ้ล เดอ คาเฟ่,coffee_shop;tea;thai,,,,19.22,98.84652
1131,,n7136176764,7136176764,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coffee Munao,,,,,18.8004,98.95885
1145,,n7183624485,7183624485,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,Fr-We 09:00-17:00,,,,,,,Ta Ta Ta - Café de Flure,tea;coffee_shop,,,,18.94156,98.92862
1149,,n7195317885,7195317885,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,คาเฟ่ อเมซอน,Café Amazon,,,,,,,,,,,,,,,,,,yes,,,,,,,,Mo-Su 06:30-17:30,,,yes,,คาเฟ่ อเมซอน,Café Amazon,คาเฟ่ อเมซอน,coffee_shop,en:Café Amazon,Q43247503,คาเฟ่ อเมซอน,18.49969,98.36392
1155,,n7221644985,7221644985,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66939647794,,wlan,,Mo-Su 09:00-17:00,,https://www.facebook.com/ระเบียงวิวแม่กำปอง-329392457823396/,,,,Rabiang View Coffee,ระเบียงวิวแม่กำปอง,coffee_shop,,,,18.86555,99.35551
1159,,n7241572468,7241572468,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50100,Chiang Mai,,,,,"Moo 3, Mahidol Rd.",,,,,,,128,,,yes,,,,,,,,,Xinfuli Cafe,coffee_shop,,,,18.75439,98.99193
1169,,n7284389586,7284389586,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cafe Inthanon,,,,,18.41818,98.67764
1170,,n7294301985,7294301985,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Riverside Café,coffee_shop,,,,18.2775,98.38371
1172,,n7416638348,7416638348,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smoothie Blues,,,,,18.78691,98.99343
1173,,n7416638353,7416638353,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All Seasons Travel Cafe,,,,,18.78707,98.99348
1174,,n7501410419,7501410419,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50300,Chiang Mai,,,,,ม.1 บ้านช่างเคี่ยน,,,,,,,259/2,,,,,,,,,,,,Wild Coffee & Bistro,,,,,18.82174,98.94905
1176,,n7579280681,7579280681,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,Mo-Su 06:00-20:00,,,,,,,cafe Amazon,,,,,18.79218,98.95826
1177,,n7599272060,7599272060,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jardin d'été Gelato and Dessert Cafe,,,,,18.77059,98.97421
1178,,n7624761763,7624761763,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.facebook.com/PR-tiny-100577314818220/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 7:30-16:30,,,,,,,PR tiny Coffee and Glass,coffee_shop,,,,18.75883,98.95938
1179,,n7676192798,7676192798,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,fresh and mild,,,,,18.79739,99.00517
1181,,n7718863258,7718863258,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khang Wat,coffee_shop,,,,18.74151,98.98502
1182,,n7726168885,7726168885,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Huai Nam Dang forest fire control station,,,,,,,,,,,,,,,,,,,,,,Rak Jung coffee cafe,ร้านกาแฟสดรักจัง,,,,,19.25126,98.63839
1183,,n7794425963,7794425963,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gusto House Café,,,,,18.79475,98.98188
1187,,n7875611117,7875611117,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slow Bar Cafe,,,,,18.8336,99.0038
1188,,n7882686681,7882686681,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,café Amazon,,,,,18.7595,98.97257
1189,,n7889643385,7889643385,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66882464165,,wlan,,Mo-Su 07:00-20:00,,,,,,,Rabbit Cafe,coffee_shop,,,,18.45064,98.71128
1192,,n7921952451,7921952451,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KMT Coffee - Kafe Khon Plad Thin ' Baan Tamnan SamorPhum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KMT Coffee,,,,,19.7224,99.09654
1194,,n7969033116,7969033116,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customers,,,,,wlan,,,,,,,,Baan Him Huay Coffee,บ้านฮิมห้วย,coffee_shop,,,,19.32026,98.88511
1195,,n7972164250,7972164250,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chaingmai,,,,,314 Moo7 Tambol Papai  Amphur Sansai Chaingmai,,,,,,,,,,,,Mo-Su 09:00-21:00,,,,,,,觅咖啡 Meet Cafe,,,,,18.90558,99.03593
1197,,n8039665341,8039665341,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inthanin,,,,,18.45137,98.75256
1200,,n8209596894,8209596894,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50110,เวียง,,,,,,,,,,,,283/4,53453487,,,,,,,,,,,Chill cafe,,,,,19.92467,99.21872
1201,,n8266111143,8266111143,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Horm,,,,,19.0756,98.93789
1203,,n8305114873,8305114873,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coffee House by Khaomao-Khaofang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coffee House,,,,,18.72999,98.94387
1204,,n8326616478,8326616478,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,แม่หอพระ,,,,,,,,,,,,12,,,yes,,Mo-Sa 08:00-18:00,,,,,,,สวนนิรันดร์,,,,,19.13081,99.02111
1205,,n8333233834,8333233834,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dek-Cha บ่อสร้าง,bubble_tea,,,,18.76612,99.07735
1212,,n8525228454,8525228454,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50300,Chiang Mai,,,,,ถนนหัสดิเสวี ซอย 4,,,,,,,29,,,yes,,Mo-Su 09:00-17:00,,,,,,,TORA BAKE トラ•ベイク,,,,,18.80266,98.98277
1215,,n8586445687,8586445687,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweet Garden,,,,,18.82911,99.00627
1216,,n8608351746,8608351746,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ชิก เนเจอร์ คาเฟ่,,ชิก เนเจอร์ คาเฟ่,,,,,18.82092,99.05162
1218,,n8637023464,8637023464,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black Canyon Coffee,,,,,19.07307,98.93879
1219,,n8649726664,8649726664,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naive Cafe,,,,,18.74214,99.21564
1221,,n8712823742,8712823742,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mingmitr Coffee,,,,,18.79983,99.01292
1223,,n8789685894,8789685894,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50130,เชียงใหม่,,,,,ถนนต้นเปา,,,,,customers,,99/18,,,wifi,,Mo-Su 08:30-17:00,,https://www.facebook.com/Sundaycoffeebrew,,,,,Sunday Coffee Brew,coffee_shop,,,,18.76708,99.07643
1224,,n8805729717,8805729717,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,,,,,,Nawatket Soi 1,,,,,,,2/2,851072099,,wlan,,Mo-Su 08:00-17:00,,,,,,Baan Cafe,บ้านกาแฟ,coffee_shop,,,,18.79225,99.00463
1225,,n8812800067,8812800067,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doi Taeng Coffee,,,,,18.84073,98.96948
1226,,n8845953280,8845953280,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 08:00-17:00,,,,,,,Innocent Cafe,,,,,18.84674,99.14698
1228,,n8892200306,8892200306,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B8%99%E0%B9%89%E0%B8%AD%E0%B8%A2-Coffee-Bar-104464898355950,,,,,,,,,,,,,,,,,,,"Mo,Tu,Th,Fr 07:00-20:00; Sa-Su 06:30-20:00",,,,,,หมูน้อย Coffee & Bar,หมูน้อย Coffee & Bar,,,,,18.80545,98.81037
1229,,n8892976815,8892976815,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,เมียงมอง,Miang Mong,เมียงมอง,,,,,18.77912,98.95866
1232,,n8972417444,8972417444,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lee Cafe,,,,,18.73316,98.93898
1233,,n8987752967,8987752967,node,cafe,,,open,Baaningdao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50130,ห้วยแก้ว,,,,,ชม.5080,,,,yes,no,,89/2 หมู่ที่ 3,999809504,,yes,,Mo-Su 08:00-17:30,,https://www.facebook.com/ingdaomkp,,,,Baan ing dao Maekampong,บ้านอิงดาว แม่กำปอง,coffee_shop;cake;hotel;homestay;village_view,,,,18.86573,99.3556
1234,,n8990242296,8990242296,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Café Amazon,,,,Café Amazon,18.73068,98.95159
1239,,n9084096823,9084096823,node,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50200,Chiang Mai,,,,,บ้านใหม่หลังมอ ซอย7,,,,yes,no,,144/1,857161919,,wlan,,,,https://www.facebook.com/Milkontherockcm/,,,,,Milk on the rock,ice_cream,,,,18.79116,98.95037
